T E X A S  E D U C A T I O N  A G E N C Y,,,,
,,,,
PEIMS Student Enrollment Data for 2014-2015,,,,
,,,,
YEAR ,REGION,COUNTY,GRADE,ENROLLMENT
2014-2015,13,LLANO COUNTY,Grade  4,145
2014-2015,13,LLANO COUNTY,Grade  5,128
2014-2015,13,LLANO COUNTY,Grade  6,123
2014-2015,13,LLANO COUNTY,Grade  7,148
2014-2015,13,LLANO COUNTY,Grade  8,141
2014-2015,13,LLANO COUNTY,Grade  9,147
2014-2015,13,LLANO COUNTY,Grade 10,108
2014-2015,13,LLANO COUNTY,Grade 11,107
2014-2015,13,LLANO COUNTY,Grade 12,115
2014-2015,17,LUBBOCK COUNTY,Early Education,230
2014-2015,17,LUBBOCK COUNTY,Pre-kindergarten,2140
2014-2015,17,LUBBOCK COUNTY,Kindergarten,4063
2014-2015,17,LUBBOCK COUNTY,Grade  1,4292
2014-2015,17,LUBBOCK COUNTY,Grade  2,4267
2014-2015,17,LUBBOCK COUNTY,Grade  3,3729
2014-2015,17,LUBBOCK COUNTY,Grade  4,3760
2014-2015,17,LUBBOCK COUNTY,Grade  5,3660
2014-2015,17,LUBBOCK COUNTY,Grade  6,3616
2014-2015,17,LUBBOCK COUNTY,Grade  7,3498
2014-2015,17,LUBBOCK COUNTY,Grade  8,3548
2014-2015,17,LUBBOCK COUNTY,Grade  9,3596
2014-2015,17,LUBBOCK COUNTY,Grade 10,3255
2014-2015,17,LUBBOCK COUNTY,Grade 11,3069
2014-2015,17,LUBBOCK COUNTY,Grade 12,2887
2014-2015,17,LYNN COUNTY,Early Education,-9999999
2014-2015,17,LYNN COUNTY,Pre-kindergarten,94
2014-2015,17,LYNN COUNTY,Kindergarten,116
2014-2015,17,LYNN COUNTY,Grade  1,112
2014-2015,17,LYNN COUNTY,Grade  2,135
2014-2015,17,LYNN COUNTY,Grade  3,105
2014-2015,17,LYNN COUNTY,Grade  4,99
2014-2015,17,LYNN COUNTY,Grade  5,94
2014-2015,17,LYNN COUNTY,Grade  6,109
2014-2015,17,LYNN COUNTY,Grade  7,86
2014-2015,17,LYNN COUNTY,Grade  8,83
2014-2015,17,LYNN COUNTY,Grade  9,82
2014-2015,17,LYNN COUNTY,Grade 10,94
2014-2015,17,LYNN COUNTY,Grade 11,79
2014-2015,17,LYNN COUNTY,Grade 12,84
2014-2015,6,MADISON COUNTY,Early Education,-9999999
2014-2015,6,MADISON COUNTY,Pre-kindergarten,187
2014-2015,6,MADISON COUNTY,Kindergarten,216
2014-2015,6,MADISON COUNTY,Grade  1,219
2014-2015,6,MADISON COUNTY,Grade  2,193
2014-2015,6,MADISON COUNTY,Grade  3,186
2014-2015,6,MADISON COUNTY,Grade  4,187
2014-2015,6,MADISON COUNTY,Grade  5,169
2014-2015,6,MADISON COUNTY,Grade  6,192
2014-2015,6,MADISON COUNTY,Grade  7,191
2014-2015,6,MADISON COUNTY,Grade  8,218
2014-2015,6,MADISON COUNTY,Grade  9,206
2014-2015,6,MADISON COUNTY,Grade 10,180
2014-2015,6,MADISON COUNTY,Grade 11,187
2014-2015,6,MADISON COUNTY,Grade 12,146
2014-2015,8,MARION COUNTY,Early Education,-9999999
2014-2015,8,MARION COUNTY,Pre-kindergarten,77
2014-2015,8,MARION COUNTY,Kindergarten,88
2014-2015,8,MARION COUNTY,Grade  1,94
2014-2015,8,MARION COUNTY,Grade  2,90
2014-2015,8,MARION COUNTY,Grade  3,76
2014-2015,8,MARION COUNTY,Grade  4,89
2014-2015,8,MARION COUNTY,Grade  5,88
2014-2015,8,MARION COUNTY,Grade  6,89
2014-2015,8,MARION COUNTY,Grade  7,85
2014-2015,8,MARION COUNTY,Grade  8,71
2014-2015,8,MARION COUNTY,Grade  9,72
2014-2015,8,MARION COUNTY,Grade 10,91
2014-2015,8,MARION COUNTY,Grade 11,77
2014-2015,8,MARION COUNTY,Grade 12,69
2014-2015,18,MARTIN COUNTY,Early Education,-9999999
2014-2015,18,MARTIN COUNTY,Pre-kindergarten,29
2014-2015,18,MARTIN COUNTY,Kindergarten,119
2014-2015,18,MARTIN COUNTY,Grade  1,119
2014-2015,18,MARTIN COUNTY,Grade  2,85
2014-2015,18,MARTIN COUNTY,Grade  3,88
2014-2015,18,MARTIN COUNTY,Grade  4,98
2014-2015,18,MARTIN COUNTY,Grade  5,87
2014-2015,18,MARTIN COUNTY,Grade  6,87
2014-2015,18,MARTIN COUNTY,Grade  7,89
2014-2015,18,MARTIN COUNTY,Grade  8,96
2014-2015,18,MARTIN COUNTY,Grade  9,85
2014-2015,18,MARTIN COUNTY,Grade 10,76
2014-2015,18,MARTIN COUNTY,Grade 11,62
2014-2015,18,MARTIN COUNTY,Grade 12,74
2014-2015,15,MASON COUNTY,Early Education,-9999999
2014-2015,15,MASON COUNTY,Pre-kindergarten,23
2014-2015,15,MASON COUNTY,Kindergarten,45
2014-2015,15,MASON COUNTY,Grade  1,53
2014-2015,15,MASON COUNTY,Grade  2,42
2014-2015,15,MASON COUNTY,Grade  3,52
2014-2015,15,MASON COUNTY,Grade  4,52
2014-2015,15,MASON COUNTY,Grade  5,52
2014-2015,15,MASON COUNTY,Grade  6,42
2014-2015,15,MASON COUNTY,Grade  7,40
2014-2015,15,MASON COUNTY,Grade  8,50
2014-2015,15,MASON COUNTY,Grade  9,58
2014-2015,15,MASON COUNTY,Grade 10,54
2014-2015,15,MASON COUNTY,Grade 11,45
2014-2015,15,MASON COUNTY,Grade 12,45
2014-2015,3,MATAGORDA COUNTY,Early Education,22
2014-2015,3,MATAGORDA COUNTY,Pre-kindergarten,317
2014-2015,3,MATAGORDA COUNTY,Kindergarten,537
2014-2015,3,MATAGORDA COUNTY,Grade  1,616
2014-2015,3,MATAGORDA COUNTY,Grade  2,571
2014-2015,3,MATAGORDA COUNTY,Grade  3,503
2014-2015,3,MATAGORDA COUNTY,Grade  4,538
2014-2015,3,MATAGORDA COUNTY,Grade  5,481
2014-2015,3,MATAGORDA COUNTY,Grade  6,540
2014-2015,3,MATAGORDA COUNTY,Grade  7,509
2014-2015,3,MATAGORDA COUNTY,Grade  8,542
2014-2015,3,MATAGORDA COUNTY,Grade  9,547
2014-2015,3,MATAGORDA COUNTY,Grade 10,502
2014-2015,3,MATAGORDA COUNTY,Grade 11,471
2014-2015,3,MATAGORDA COUNTY,Grade 12,425
2014-2015,20,MAVERICK COUNTY,Early Education,81
2014-2015,20,MAVERICK COUNTY,Pre-kindergarten,558
2014-2015,20,MAVERICK COUNTY,Kindergarten,1062
2014-2015,20,MAVERICK COUNTY,Grade  1,1200
2014-2015,20,MAVERICK COUNTY,Grade  2,1158
2014-2015,20,MAVERICK COUNTY,Grade  3,1083
2014-2015,20,MAVERICK COUNTY,Grade  4,1098
2014-2015,20,MAVERICK COUNTY,Grade  5,1106
2014-2015,20,MAVERICK COUNTY,Grade  6,1047
2014-2015,20,MAVERICK COUNTY,Grade  7,1182
2014-2015,20,MAVERICK COUNTY,Grade  8,1214
2014-2015,20,MAVERICK COUNTY,Grade  9,1290
2014-2015,20,MAVERICK COUNTY,Grade 10,1159
2014-2015,20,MAVERICK COUNTY,Grade 11,983
2014-2015,20,MAVERICK COUNTY,Grade 12,855
2014-2015,15,MCCULLOCH COUNTY,Early Education,10
2014-2015,15,MCCULLOCH COUNTY,Pre-kindergarten,70
2014-2015,15,MCCULLOCH COUNTY,Kindergarten,110
2014-2015,15,MCCULLOCH COUNTY,Grade  1,110
2014-2015,15,MCCULLOCH COUNTY,Grade  2,121
2014-2015,15,MCCULLOCH COUNTY,Grade  3,111
2014-2015,15,MCCULLOCH COUNTY,Grade  4,112
2014-2015,15,MCCULLOCH COUNTY,Grade  5,108
2014-2015,15,MCCULLOCH COUNTY,Grade  6,116
2014-2015,15,MCCULLOCH COUNTY,Grade  7,121
2014-2015,15,MCCULLOCH COUNTY,Grade  8,103
2014-2015,15,MCCULLOCH COUNTY,Grade  9,122
2014-2015,15,MCCULLOCH COUNTY,Grade 10,140
2014-2015,15,MCCULLOCH COUNTY,Grade 11,121
2014-2015,15,MCCULLOCH COUNTY,Grade 12,98
2014-2015,12,MCLENNAN COUNTY,Early Education,138
2014-2015,12,MCLENNAN COUNTY,Pre-kindergarten,1915
2014-2015,12,MCLENNAN COUNTY,Kindergarten,3993
2014-2015,12,MCLENNAN COUNTY,Grade  1,4108
2014-2015,12,MCLENNAN COUNTY,Grade  2,4119
2014-2015,12,MCLENNAN COUNTY,Grade  3,4078
2014-2015,12,MCLENNAN COUNTY,Grade  4,3961
2014-2015,12,MCLENNAN COUNTY,Grade  5,3901
2014-2015,12,MCLENNAN COUNTY,Grade  6,4123
2014-2015,12,MCLENNAN COUNTY,Grade  7,3914
2014-2015,12,MCLENNAN COUNTY,Grade  8,3940
2014-2015,12,MCLENNAN COUNTY,Grade  9,3934
2014-2015,12,MCLENNAN COUNTY,Grade 10,3620
2014-2015,12,MCLENNAN COUNTY,Grade 11,3160
2014-2015,12,MCLENNAN COUNTY,Grade 12,2831
2014-2015,2,MCMULLEN COUNTY,Early Education,-9999999
2014-2015,2,MCMULLEN COUNTY,Pre-kindergarten,13
2014-2015,2,MCMULLEN COUNTY,Kindergarten,18
2014-2015,2,MCMULLEN COUNTY,Grade  1,22
2014-2015,2,MCMULLEN COUNTY,Grade  2,15
2014-2015,2,MCMULLEN COUNTY,Grade  3,17
2014-2015,2,MCMULLEN COUNTY,Grade  4,27
2014-2015,2,MCMULLEN COUNTY,Grade  5,21
2014-2015,2,MCMULLEN COUNTY,Grade  6,14
2014-2015,2,MCMULLEN COUNTY,Grade  7,17
2014-2015,2,MCMULLEN COUNTY,Grade  8,18
2014-2015,2,MCMULLEN COUNTY,Grade  9,20
2014-2015,2,MCMULLEN COUNTY,Grade 10,20
2014-2015,2,MCMULLEN COUNTY,Grade 11,25
2014-2015,2,MCMULLEN COUNTY,Grade 12,16
2014-2015,20,MEDINA COUNTY,Early Education,25
2014-2015,20,MEDINA COUNTY,Pre-kindergarten,411
2014-2015,20,MEDINA COUNTY,Kindergarten,722
2014-2015,20,MEDINA COUNTY,Grade  1,768
2014-2015,20,MEDINA COUNTY,Grade  2,694
2014-2015,20,MEDINA COUNTY,Grade  3,784
2014-2015,20,MEDINA COUNTY,Grade  4,730
2014-2015,20,MEDINA COUNTY,Grade  5,714
2014-2015,20,MEDINA COUNTY,Grade  6,738
2014-2015,20,MEDINA COUNTY,Grade  7,718
2014-2015,20,MEDINA COUNTY,Grade  8,743
2014-2015,20,MEDINA COUNTY,Grade  9,828
2014-2015,20,MEDINA COUNTY,Grade 10,714
2014-2015,20,MEDINA COUNTY,Grade 11,638
2014-2015,20,MEDINA COUNTY,Grade 12,562
2014-2015,15,MENARD COUNTY,Early Education,-9999999
2014-2015,15,MENARD COUNTY,Pre-kindergarten,16
2014-2015,15,MENARD COUNTY,Kindergarten,21
2014-2015,15,MENARD COUNTY,Grade  1,30
2014-2015,15,MENARD COUNTY,Grade  2,18
2014-2015,15,MENARD COUNTY,Grade  3,25
2014-2015,15,MENARD COUNTY,Grade  4,22
2014-2015,15,MENARD COUNTY,Grade  5,19
2014-2015,15,MENARD COUNTY,Grade  6,19
2014-2015,15,MENARD COUNTY,Grade  7,24
2014-2015,15,MENARD COUNTY,Grade  8,22
2014-2015,15,MENARD COUNTY,Grade  9,24
2014-2015,15,MENARD COUNTY,Grade 10,26
2014-2015,15,MENARD COUNTY,Grade 11,16
2014-2015,15,MENARD COUNTY,Grade 12,22
2014-2015,18,MIDLAND COUNTY,Early Education,129
2014-2015,18,MIDLAND COUNTY,Pre-kindergarten,735
2014-2015,18,MIDLAND COUNTY,Kindergarten,2269
2014-2015,18,MIDLAND COUNTY,Grade  1,2336
2014-2015,18,MIDLAND COUNTY,Grade  2,2340
2014-2015,18,MIDLAND COUNTY,Grade  3,2127
2014-2015,18,MIDLAND COUNTY,Grade  4,2078
2014-2015,18,MIDLAND COUNTY,Grade  5,2053
2014-2015,18,MIDLAND COUNTY,Grade  6,1986
2014-2015,18,MIDLAND COUNTY,Grade  7,1935
2014-2015,18,MIDLAND COUNTY,Grade  8,2034
2014-2015,18,MIDLAND COUNTY,Grade  9,2088
2014-2015,18,MIDLAND COUNTY,Grade 10,1855
2014-2015,18,MIDLAND COUNTY,Grade 11,1613
2014-2015,18,MIDLAND COUNTY,Grade 12,1388
2014-2015,6,MILAM COUNTY/06,Early Education,-9999999
2014-2015,6,MILAM COUNTY/06,Pre-kindergarten,254
2014-2015,6,MILAM COUNTY/06,Kindergarten,293
2014-2015,6,MILAM COUNTY/06,Grade  1,343
2014-2015,6,MILAM COUNTY/06,Grade  2,329
2014-2015,6,MILAM COUNTY/06,Grade  3,270
2014-2015,6,MILAM COUNTY/06,Grade  4,324
2014-2015,6,MILAM COUNTY/06,Grade  5,295
2014-2015,6,MILAM COUNTY/06,Grade  6,322
2014-2015,6,MILAM COUNTY/06,Grade  7,273
2014-2015,6,MILAM COUNTY/06,Grade  8,314
2014-2015,6,MILAM COUNTY/06,Grade  9,313
2014-2015,6,MILAM COUNTY/06,Grade 10,257
2014-2015,6,MILAM COUNTY/06,Grade 11,242
2014-2015,6,MILAM COUNTY/06,Grade 12,257
2014-2015,13,MILAM COUNTY/13,Early Education,-9999999
2014-2015,13,MILAM COUNTY/13,Pre-kindergarten,18
2014-2015,13,MILAM COUNTY/13,Kindergarten,36
2014-2015,13,MILAM COUNTY/13,Grade  1,34
2014-2015,13,MILAM COUNTY/13,Grade  2,42
2014-2015,13,MILAM COUNTY/13,Grade  3,36
2014-2015,13,MILAM COUNTY/13,Grade  4,46
2014-2015,13,MILAM COUNTY/13,Grade  5,50
2014-2015,13,MILAM COUNTY/13,Grade  6,44
2014-2015,13,MILAM COUNTY/13,Grade  7,46
2014-2015,13,MILAM COUNTY/13,Grade  8,54
2014-2015,13,MILAM COUNTY/13,Grade  9,68
2014-2015,13,MILAM COUNTY/13,Grade 10,34
2014-2015,13,MILAM COUNTY/13,Grade 11,49
2014-2015,13,MILAM COUNTY/13,Grade 12,46
2014-2015,AL,MILAM COUNTY/ALL,Early Education,-9999999
2014-2015,AL,MILAM COUNTY/ALL,Pre-kindergarten,272
2014-2015,AL,MILAM COUNTY/ALL,Kindergarten,329
2014-2015,AL,MILAM COUNTY/ALL,Grade  1,377
2014-2015,AL,MILAM COUNTY/ALL,Grade  2,371
2014-2015,AL,MILAM COUNTY/ALL,Grade  3,306
2014-2015,AL,MILAM COUNTY/ALL,Grade  4,370
2014-2015,AL,MILAM COUNTY/ALL,Grade  5,345
2014-2015,AL,MILAM COUNTY/ALL,Grade  6,366
2014-2015,AL,MILAM COUNTY/ALL,Grade  7,319
2014-2015,AL,MILAM COUNTY/ALL,Grade  8,368
2014-2015,AL,MILAM COUNTY/ALL,Grade  9,381
2014-2015,AL,MILAM COUNTY/ALL,Grade 10,291
2014-2015,AL,MILAM COUNTY/ALL,Grade 11,291
2014-2015,AL,MILAM COUNTY/ALL,Grade 12,303
2014-2015,12,MILLS COUNTY,Early Education,5
2014-2015,12,MILLS COUNTY,Pre-kindergarten,32
2014-2015,12,MILLS COUNTY,Kindergarten,55
2014-2015,12,MILLS COUNTY,Grade  1,55
2014-2015,12,MILLS COUNTY,Grade  2,66
2014-2015,12,MILLS COUNTY,Grade  3,59
2014-2015,12,MILLS COUNTY,Grade  4,63
2014-2015,12,MILLS COUNTY,Grade  5,63
2014-2015,12,MILLS COUNTY,Grade  6,46
2014-2015,12,MILLS COUNTY,Grade  7,73
2014-2015,12,MILLS COUNTY,Grade  8,63
2014-2015,12,MILLS COUNTY,Grade  9,87
2014-2015,12,MILLS COUNTY,Grade 10,77
2014-2015,12,MILLS COUNTY,Grade 11,113
2014-2015,12,MILLS COUNTY,Grade 12,116
2014-2015,14,MITCHELL COUNTY,Early Education,-9999999
2014-2015,14,MITCHELL COUNTY,Pre-kindergarten,112
2014-2015,14,MITCHELL COUNTY,Kindergarten,126
2014-2015,14,MITCHELL COUNTY,Grade  1,119
2014-2015,14,MITCHELL COUNTY,Grade  2,113
2014-2015,14,MITCHELL COUNTY,Grade  3,106
2014-2015,14,MITCHELL COUNTY,Grade  4,88
2014-2015,14,MITCHELL COUNTY,Grade  5,115
2014-2015,14,MITCHELL COUNTY,Grade  6,101
2014-2015,14,MITCHELL COUNTY,Grade  7,87
2014-2015,14,MITCHELL COUNTY,Grade  8,106
2014-2015,14,MITCHELL COUNTY,Grade  9,123
2014-2015,14,MITCHELL COUNTY,Grade 10,103
2014-2015,14,MITCHELL COUNTY,Grade 11,118
2014-2015,14,MITCHELL COUNTY,Grade 12,75
2014-2015,9,MONTAGUE COUNTY,Early Education,-9999999
2014-2015,9,MONTAGUE COUNTY,Pre-kindergarten,197
2014-2015,9,MONTAGUE COUNTY,Kindergarten,254
2014-2015,9,MONTAGUE COUNTY,Grade  1,260
2014-2015,9,MONTAGUE COUNTY,Grade  2,258
2014-2015,9,MONTAGUE COUNTY,Grade  3,230
2014-2015,9,MONTAGUE COUNTY,Grade  4,241
2014-2015,9,MONTAGUE COUNTY,Grade  5,257
2014-2015,9,MONTAGUE COUNTY,Grade  6,245
2014-2015,9,MONTAGUE COUNTY,Grade  7,251
2014-2015,9,MONTAGUE COUNTY,Grade  8,245
2014-2015,9,MONTAGUE COUNTY,Grade  9,272
2014-2015,9,MONTAGUE COUNTY,Grade 10,222
2014-2015,9,MONTAGUE COUNTY,Grade 11,218
2014-2015,9,MONTAGUE COUNTY,Grade 12,212
2014-2015,6,MONTGOMERY COUNTY,Early Education,394
2014-2015,6,MONTGOMERY COUNTY,Pre-kindergarten,2580
2014-2015,6,MONTGOMERY COUNTY,Kindergarten,7334
2014-2015,6,MONTGOMERY COUNTY,Grade  1,7798
2014-2015,6,MONTGOMERY COUNTY,Grade  2,7751
2014-2015,6,MONTGOMERY COUNTY,Grade  3,7702
2014-2015,6,MONTGOMERY COUNTY,Grade  4,7681
2014-2015,6,MONTGOMERY COUNTY,Grade  5,7663
2014-2015,6,MONTGOMERY COUNTY,Grade  6,7637
2014-2015,6,MONTGOMERY COUNTY,Grade  7,7800
2014-2015,6,MONTGOMERY COUNTY,Grade  8,7769
2014-2015,6,MONTGOMERY COUNTY,Grade  9,8274
2014-2015,6,MONTGOMERY COUNTY,Grade 10,7636
2014-2015,6,MONTGOMERY COUNTY,Grade 11,6622
2014-2015,6,MONTGOMERY COUNTY,Grade 12,6047
2014-2015,16,MOORE COUNTY,Early Education,12
2014-2015,16,MOORE COUNTY,Pre-kindergarten,250
2014-2015,16,MOORE COUNTY,Kindergarten,413
2014-2015,16,MOORE COUNTY,Grade  1,407
2014-2015,16,MOORE COUNTY,Grade  2,436
2014-2015,16,MOORE COUNTY,Grade  3,367
2014-2015,16,MOORE COUNTY,Grade  4,411
2014-2015,16,MOORE COUNTY,Grade  5,389
2014-2015,16,MOORE COUNTY,Grade  6,359
2014-2015,16,MOORE COUNTY,Grade  7,354
2014-2015,16,MOORE COUNTY,Grade  8,359
2014-2015,16,MOORE COUNTY,Grade  9,358
2014-2015,16,MOORE COUNTY,Grade 10,370
2014-2015,16,MOORE COUNTY,Grade 11,325
2014-2015,16,MOORE COUNTY,Grade 12,282
2014-2015,8,MORRIS COUNTY,Early Education,16
2014-2015,8,MORRIS COUNTY,Pre-kindergarten,116
2014-2015,8,MORRIS COUNTY,Kindergarten,150
2014-2015,8,MORRIS COUNTY,Grade  1,172
2014-2015,8,MORRIS COUNTY,Grade  2,155
2014-2015,8,MORRIS COUNTY,Grade  3,152
2014-2015,8,MORRIS COUNTY,Grade  4,139
2014-2015,8,MORRIS COUNTY,Grade  5,144
2014-2015,8,MORRIS COUNTY,Grade  6,165
2014-2015,8,MORRIS COUNTY,Grade  7,126
2014-2015,8,MORRIS COUNTY,Grade  8,154
2014-2015,8,MORRIS COUNTY,Grade  9,142
2014-2015,8,MORRIS COUNTY,Grade 10,159
2014-2015,8,MORRIS COUNTY,Grade 11,158
2014-2015,8,MORRIS COUNTY,Grade 12,132
2014-2015,17,MOTLEY COUNTY,Pre-kindergarten,9
2014-2015,17,MOTLEY COUNTY,Kindergarten,11
2014-2015,17,MOTLEY COUNTY,Grade  1,12
2014-2015,17,MOTLEY COUNTY,Grade  2,14
2014-2015,17,MOTLEY COUNTY,Grade  3,14
2014-2015,17,MOTLEY COUNTY,Grade  4,11
2014-2015,17,MOTLEY COUNTY,Grade  5,10
2014-2015,17,MOTLEY COUNTY,Grade  6,13
2014-2015,17,MOTLEY COUNTY,Grade  7,9
2014-2015,17,MOTLEY COUNTY,Grade  8,14
2014-2015,17,MOTLEY COUNTY,Grade  9,12
2014-2015,17,MOTLEY COUNTY,Grade 10,8
2014-2015,17,MOTLEY COUNTY,Grade 11,13
2014-2015,17,MOTLEY COUNTY,Grade 12,17
2014-2015,7,NACOGDOCHES COUNTY,Early Education,24
2014-2015,7,NACOGDOCHES COUNTY,Pre-kindergarten,615
2014-2015,7,NACOGDOCHES COUNTY,Kindergarten,890
2014-2015,7,NACOGDOCHES COUNTY,Grade  1,947
2014-2015,7,NACOGDOCHES COUNTY,Grade  2,865
2014-2015,7,NACOGDOCHES COUNTY,Grade  3,813
2014-2015,7,NACOGDOCHES COUNTY,Grade  4,852
2014-2015,7,NACOGDOCHES COUNTY,Grade  5,787
2014-2015,7,NACOGDOCHES COUNTY,Grade  6,806
2014-2015,7,NACOGDOCHES COUNTY,Grade  7,806
2014-2015,7,NACOGDOCHES COUNTY,Grade  8,812
2014-2015,7,NACOGDOCHES COUNTY,Grade  9,825
2014-2015,7,NACOGDOCHES COUNTY,Grade 10,745
2014-2015,7,NACOGDOCHES COUNTY,Grade 11,723
2014-2015,7,NACOGDOCHES COUNTY,Grade 12,678
2014-2015,12,NAVARRO COUNTY,Early Education,24
2014-2015,12,NAVARRO COUNTY,Pre-kindergarten,391
2014-2015,12,NAVARRO COUNTY,Kindergarten,719
2014-2015,12,NAVARRO COUNTY,Grade  1,774
2014-2015,12,NAVARRO COUNTY,Grade  2,800
2014-2015,12,NAVARRO COUNTY,Grade  3,730
2014-2015,12,NAVARRO COUNTY,Grade  4,719
2014-2015,12,NAVARRO COUNTY,Grade  5,728
2014-2015,12,NAVARRO COUNTY,Grade  6,735
2014-2015,12,NAVARRO COUNTY,Grade  7,698
2014-2015,12,NAVARRO COUNTY,Grade  8,779
2014-2015,12,NAVARRO COUNTY,Grade  9,784
2014-2015,12,NAVARRO COUNTY,Grade 10,689
2014-2015,12,NAVARRO COUNTY,Grade 11,683
2014-2015,12,NAVARRO COUNTY,Grade 12,613
2014-2015,5,NEWTON COUNTY,Early Education,7
2014-2015,5,NEWTON COUNTY,Pre-kindergarten,82
2014-2015,5,NEWTON COUNTY,Kindergarten,152
2014-2015,5,NEWTON COUNTY,Grade  1,141
2014-2015,5,NEWTON COUNTY,Grade  2,145
2014-2015,5,NEWTON COUNTY,Grade  3,135
2014-2015,5,NEWTON COUNTY,Grade  4,135
2014-2015,5,NEWTON COUNTY,Grade  5,133
2014-2015,5,NEWTON COUNTY,Grade  6,124
2014-2015,5,NEWTON COUNTY,Grade  7,149
2014-2015,5,NEWTON COUNTY,Grade  8,173
2014-2015,5,NEWTON COUNTY,Grade  9,138
2014-2015,5,NEWTON COUNTY,Grade 10,153
2014-2015,5,NEWTON COUNTY,Grade 11,150
2014-2015,5,NEWTON COUNTY,Grade 12,138
2014-2015,14,NOLAN COUNTY,Early Education,60
2014-2015,14,NOLAN COUNTY,Pre-kindergarten,221
2014-2015,14,NOLAN COUNTY,Kindergarten,219
2014-2015,14,NOLAN COUNTY,Grade  1,251
2014-2015,14,NOLAN COUNTY,Grade  2,257
2014-2015,14,NOLAN COUNTY,Grade  3,244
2014-2015,14,NOLAN COUNTY,Grade  4,243
2014-2015,14,NOLAN COUNTY,Grade  5,242
2014-2015,14,NOLAN COUNTY,Grade  6,226
2014-2015,14,NOLAN COUNTY,Grade  7,219
2014-2015,14,NOLAN COUNTY,Grade  8,252
2014-2015,14,NOLAN COUNTY,Grade  9,188
2014-2015,14,NOLAN COUNTY,Grade 10,213
2014-2015,14,NOLAN COUNTY,Grade 11,182
2014-2015,14,NOLAN COUNTY,Grade 12,144
2014-2015,2,NUECES COUNTY,Early Education,190
2014-2015,2,NUECES COUNTY,Pre-kindergarten,1885
2014-2015,2,NUECES COUNTY,Kindergarten,4565
2014-2015,2,NUECES COUNTY,Grade  1,4925
2014-2015,2,NUECES COUNTY,Grade  2,4821
2014-2015,2,NUECES COUNTY,Grade  3,4838
2014-2015,2,NUECES COUNTY,Grade  4,4735
2014-2015,2,NUECES COUNTY,Grade  5,4601
2014-2015,2,NUECES COUNTY,Grade  6,4665
2014-2015,2,NUECES COUNTY,Grade  7,4865
2014-2015,2,NUECES COUNTY,Grade  8,4884
2014-2015,2,NUECES COUNTY,Grade  9,5187
2014-2015,2,NUECES COUNTY,Grade 10,4451
2014-2015,2,NUECES COUNTY,Grade 11,3978
2014-2015,2,NUECES COUNTY,Grade 12,3792
2014-2015,16,OCHILTREE COUNTY,Early Education,5
2014-2015,16,OCHILTREE COUNTY,Pre-kindergarten,100
2014-2015,16,OCHILTREE COUNTY,Kindergarten,164
2014-2015,16,OCHILTREE COUNTY,Grade  1,221
2014-2015,16,OCHILTREE COUNTY,Grade  2,206
2014-2015,16,OCHILTREE COUNTY,Grade  3,200
2014-2015,16,OCHILTREE COUNTY,Grade  4,201
2014-2015,16,OCHILTREE COUNTY,Grade  5,198
2014-2015,16,OCHILTREE COUNTY,Grade  6,182
2014-2015,16,OCHILTREE COUNTY,Grade  7,160
2014-2015,16,OCHILTREE COUNTY,Grade  8,192
2014-2015,16,OCHILTREE COUNTY,Grade  9,169
2014-2015,16,OCHILTREE COUNTY,Grade 10,181
2014-2015,16,OCHILTREE COUNTY,Grade 11,123
2014-2015,16,OCHILTREE COUNTY,Grade 12,123
2014-2015,16,OLDHAM COUNTY,Pre-kindergarten,25
2014-2015,16,OLDHAM COUNTY,Kindergarten,34
2014-2015,16,OLDHAM COUNTY,Grade  1,40
2014-2015,16,OLDHAM COUNTY,Grade  2,43
2014-2015,16,OLDHAM COUNTY,Grade  3,49
2014-2015,16,OLDHAM COUNTY,Grade  4,54
2014-2015,16,OLDHAM COUNTY,Grade  5,48
2014-2015,16,OLDHAM COUNTY,Grade  6,63
2014-2015,16,OLDHAM COUNTY,Grade  7,76
2014-2015,16,OLDHAM COUNTY,Grade  8,86
2014-2015,16,OLDHAM COUNTY,Grade  9,89
2014-2015,16,OLDHAM COUNTY,Grade 10,91
2014-2015,16,OLDHAM COUNTY,Grade 11,73
2014-2015,16,OLDHAM COUNTY,Grade 12,78
2014-2015,5,ORANGE COUNTY,Early Education,57
2014-2015,5,ORANGE COUNTY,Pre-kindergarten,604
2014-2015,5,ORANGE COUNTY,Kindergarten,1167
2014-2015,5,ORANGE COUNTY,Grade  1,1196
2014-2015,5,ORANGE COUNTY,Grade  2,1164
2014-2015,5,ORANGE COUNTY,Grade  3,1147
2014-2015,5,ORANGE COUNTY,Grade  4,1077
2014-2015,5,ORANGE COUNTY,Grade  5,1146
2014-2015,5,ORANGE COUNTY,Grade  6,1107
2014-2015,5,ORANGE COUNTY,Grade  7,1089
2014-2015,5,ORANGE COUNTY,Grade  8,1127
2014-2015,5,ORANGE COUNTY,Grade  9,1230
2014-2015,5,ORANGE COUNTY,Grade 10,1122
2014-2015,5,ORANGE COUNTY,Grade 11,988
2014-2015,5,ORANGE COUNTY,Grade 12,1013
2014-2015,11,PALO PINTO COUNTY,Early Education,22
2014-2015,11,PALO PINTO COUNTY,Pre-kindergarten,259
2014-2015,11,PALO PINTO COUNTY,Kindergarten,334
2014-2015,11,PALO PINTO COUNTY,Grade  1,330
2014-2015,11,PALO PINTO COUNTY,Grade  2,376
